Month,Profit,Sales,Discount,Shipping Cost,Quantity,Order Priority,Ship Mode,Customer Satisfaction,Market Campaign,Sales Mode,Region
Oct,857.97,9338.86,0.27,30.33,8,Low,Standard Class,3.4,poor,in_store,South
Oct,63.64,1577.01,0.21,39.46,31,Medium,Standard Class,2.2,aggressive,online,South
Oct,-174.7,1050.07,0.29,27.09,28,High,Standard Class,4.8,moderate,in_store,North
Oct,1787.78,7726.35,0.03,14.6,25,Low,First Class,3.6,poor,in_store,West
Oct,608.4,2426.97,0.28,12.27,9,Medium,First Class,4.7,moderate,combined,West
Oct,-313.35,663.15,0.2,10.82,16,Low,Standard Class,1.7,aggressive,combined,West
Oct,671.17,3728.75,0.23,39.7,37,Low,First Class,3.2,moderate,combined,East
Oct,1386.32,7442.08,0.15,26.65,40,Low,First Class,3.2,poor,in_store,West
Oct,71.32,2070.25,0.09,10.76,46,Medium,Standard Class,1,moderate,online,South
Oct,847.79,2792.81,0.02,12.55,9,Medium,Standard Class,3,moderate,online,South
Oct,984.39,6118.47,0.24,11.84,13,Low,First Class,2.1,aggressive,online,East
Oct,199.1,3126.85,0.14,37.26,45,High,First Class,3.5,poor,in_store,East
Oct,1580.83,5665.98,0.1,28.83,6,Medium,First Class,4.6,aggressive,online,North
Oct,1298.14,9263.74,0.23,39.01,26,Low,First Class,4.1,poor,in_store,South
Oct,1093.19,6096.41,0.11,37.4,41,Low,Standard Class,2.3,poor,online,East
Oct,-7.96,588.14,0.11,8.33,9,Low,Standard Class,3,aggressive,in_store,North
Oct,878.97,6469.66,0.21,18.31,10,High,Standard Class,3.1,moderate,combined,North
Oct,90.77,1402.59,0.28,48,6,Low,Standard Class,1.9,poor,in_store,South
Oct,433.68,3548.08,0.17,30.13,12,High,Standard Class,3.6,poor,online,North
Oct,924.82,3733.93,0.2,12.16,16,High,First Class,1.9,poor,combined,West
Oct,271.85,702.88,0.26,10.38,26,Low,First Class,3.8,aggressive,in_store,East
Oct,711.19,5879.29,0.1,36.33,21,Low,Standard Class,2.5,aggressive,online,West
Oct,432.2,1770.64,0.22,30.27,2,High,First Class,4.7,aggressive,combined,North
Oct,1181.22,9546.21,0.19,37.17,13,Low,First Class,1.4,aggressive,online,West
Oct,22.39,2374.65,0.27,20.18,29,Low,Standard Class,3.3,moderate,combined,North
Oct,304.96,1563.91,0.21,23.2,27,High,First Class,4.2,poor,in_store,East
Oct,660.06,5750.65,0.03,11.48,9,Medium,Standard Class,1.2,moderate,combined,North
Oct,950.04,6280.54,0.1,17.6,13,High,Standard Class,1.3,poor,combined,South
Oct,536.14,4295.65,0.14,33.46,44,Low,First Class,3.8,moderate,in_store,East
Oct,1046.63,7618.53,0.09,22.52,48,Medium,Standard Class,4.5,aggressive,combined,North
Oct,108.42,3579.49,0.07,49.73,14,High,Standard Class,4.9,aggressive,online,East
Oct,906.46,7610.97,0.23,20.75,17,High,Standard Class,2.8,poor,combined,East
Oct,1074.29,7392.01,0.18,30.63,38,Low,First Class,3.7,poor,combined,West
Oct,790.3,4854.08,0.07,13.8,24,Low,First Class,2,aggressive,in_store,North
Oct,196.1,1029.81,0.17,34.04,18,Medium,First Class,1.3,aggressive,combined,East
Oct,1133.72,9507.3,0.16,23.22,17,High,Standard Class,3,moderate,combined,East
Oct,471.4,3327.85,0.17,31.36,30,Medium,Standard Class,3.5,moderate,in_store,West
Oct,4.67,3278.3,0.16,20.53,25,Medium,Standard Class,4.8,aggressive,in_store,South
Oct,759.03,6224.81,0.23,10.1,27,High,Standard Class,4.8,moderate,combined,North
Oct,632.62,5801.22,0.21,18.4,23,High,Standard Class,2.6,poor,combined,East
Oct,978.75,5931.41,0.21,23.6,27,Medium,First Class,3.8,aggressive,online,North
Oct,348.49,2535.75,0.25,9.95,36,High,First Class,3.3,aggressive,combined,East
Oct,550.58,2214.11,0.05,5.93,38,Medium,First Class,3.4,moderate,combined,North
Oct,1016.68,2983.23,0.06,22.05,38,Medium,First Class,3.3,aggressive,combined,North
Oct,222.87,3508.65,0.27,26.82,15,Medium,First Class,4.5,poor,in_store,North
Oct,450.02,1016.03,0.23,10.85,29,High,First Class,4.7,poor,online,East
Oct,295.93,5111.36,0.25,45.18,46,Medium,Standard Class,1.4,moderate,online,North
Oct,549.36,4494.1,0.19,17.03,30,Low,Standard Class,1.9,moderate,in_store,North
Oct,1855.22,8330.21,0.11,16.3,18,Medium,First Class,1.6,poor,online,South
Oct,822.04,6542.18,0.12,44.15,5,Low,Standard Class,2.7,poor,online,West
Oct,-159.14,1012.91,0.02,29.15,31,High,Standard Class,2.8,poor,combined,South
Oct,-387.95,297.96,0.06,42.29,2,Medium,First Class,4.5,aggressive,in_store,West
Oct,440.93,4325.72,0.19,47.86,7,Low,First Class,2.8,aggressive,combined,West
Oct,1487.79,8942.63,0.27,8.52,19,High,First Class,4.9,aggressive,online,North
Oct,1458.18,8643.84,0.19,8.24,29,High,First Class,1.5,aggressive,online,East
Oct,933.01,8509.89,0.12,41.62,9,Low,Standard Class,2.5,poor,in_store,East
Oct,939.7,4802.13,0.24,28.64,22,Medium,First Class,1.4,poor,in_store,East
Oct,200.29,3651.09,0.16,43.63,36,High,First Class,4.1,poor,in_store,South
Oct,789.02,5203.33,0.05,32.96,6,Low,First Class,2.9,poor,in_store,North
Oct,627.93,6310.13,0.27,9.04,18,Medium,First Class,2.8,poor,in_store,West
Oct,389.49,2498.19,0.2,29.46,18,Low,First Class,2.9,poor,online,West
Oct,-262.66,1493.24,0.13,48.4,49,Medium,Standard Class,4.8,poor,online,East
Oct,1374.6,7648.72,0.05,31.03,16,Low,First Class,4.4,poor,combined,West
Oct,-154.76,148.85,0,37.87,21,High,Standard Class,1.2,poor,in_store,North
Oct,1003.14,8019.9,0.09,45.62,47,High,First Class,1.6,moderate,online,East
Oct,1361.89,4943.69,0.29,12.33,50,Low,First Class,2.2,aggressive,online,East
Oct,-375.65,1056.86,0.09,31.24,3,Low,Standard Class,2.2,moderate,combined,East
Oct,1645.95,9671.01,0.16,42.52,18,High,First Class,1.6,aggressive,in_store,South
Oct,52.33,2082.82,0.01,36.4,18,High,Standard Class,1.5,moderate,in_store,North
Oct,928.95,6787.69,0.2,30.18,17,Low,First Class,4.9,moderate,in_store,East
Oct,67.77,1621.85,0.22,36.58,35,Medium,Standard Class,3.5,aggressive,combined,West
Oct,-382.39,1092.93,0.25,13.46,26,High,Standard Class,1.6,aggressive,combined,South
Oct,489.19,4795.29,0.19,22.64,6,Low,Standard Class,4.6,poor,in_store,West
Oct,502.11,5241.6,0.15,37.56,22,Medium,First Class,2.3,poor,in_store,North
Oct,-132.42,1903.23,0.24,14.44,19,Medium,Standard Class,3.4,aggressive,in_store,South
Oct,-469.17,778.27,0.19,43.86,45,High,Standard Class,1.2,aggressive,in_store,North
Oct,1343.29,8644.9,0.23,26.31,14,High,First Class,4.7,poor,combined,North
Oct,474.31,2347.01,0.21,31.8,45,Low,First Class,3.8,aggressive,in_store,South
Oct,590.93,3230.03,0.26,26.62,13,Medium,First Class,3.3,aggressive,online,West
Oct,-357.19,1882.79,0.08,49.18,27,Medium,Standard Class,2.8,moderate,in_store,North
Oct,859.54,7868.49,0.2,34.57,5,Low,Standard Class,4.9,aggressive,combined,West
Oct,423.69,4774.56,0.17,33.42,22,Low,First Class,4.3,aggressive,in_store,East
Oct,91.98,1772.15,0.05,40,38,Medium,Standard Class,4.4,moderate,combined,East
Oct,348.37,4744.72,0.26,26.15,49,High,Standard Class,1,poor,online,North
Oct,874.8,5523.63,0.01,40.6,8,Medium,First Class,1.3,poor,in_store,North
Oct,695.72,5126.18,0.12,33.98,13,Low,First Class,2.8,aggressive,in_store,North
Oct,386.9,2765.78,0.1,38.13,50,Medium,Standard Class,4.3,poor,combined,East
Oct,614.56,6334.6,0.19,46.33,43,Low,Standard Class,4,moderate,online,South
Oct,861.68,4932.68,0.04,46.95,38,Low,Standard Class,1.8,aggressive,online,North
Oct,1452.6,7246.05,0.12,16.26,39,Low,First Class,1.6,aggressive,online,East
Oct,1168.23,8527.8,0.29,23.81,37,Medium,Standard Class,4.6,poor,combined,North
Oct,230.75,3632.1,0.22,26.85,34,Low,Standard Class,1.3,aggressive,combined,West
Oct,79.29,2551.81,0.23,27.12,16,Low,Standard Class,4.2,moderate,combined,North
Oct,-254.38,217.53,0.17,48.46,28,Medium,Standard Class,2.1,poor,combined,East
Oct,467.57,3844.61,0.19,46.75,43,High,First Class,4.6,poor,combined,West
Oct,1176.5,4026.98,0.11,12.86,48,Low,Standard Class,2.9,aggressive,combined,North
Oct,342.97,3439.81,0.19,18.87,35,Low,Standard Class,2.1,poor,combined,North
Oct,713.46,4512.24,0.06,21.06,18,Low,Standard Class,3,poor,in_store,East
Oct,587.57,5373.18,0.22,42.1,41,Low,First Class,4.2,aggressive,combined,West
Oct,896.96,7642.87,0.25,25.88,26,Low,Standard Class,1.5,poor,online,South
Oct,518.88,4033.6,0.11,28.73,41,High,Standard Class,4,poor,combined,West
Oct,251.72,1899.66,0.15,31.42,2,Medium,First Class,3,aggressive,in_store,South
Oct,479.85,7032.59,0.09,35.85,21,High,Standard Class,4.8,poor,in_store,West
Oct,326.76,1680.75,0.08,17.87,29,Medium,First Class,3.7,poor,online,South
Oct,1207.37,8399.83,0.18,38.71,31,Low,Standard Class,2.8,moderate,in_store,East
Oct,-112.54,3019.66,0.16,47.91,30,Medium,Standard Class,4.1,aggressive,combined,West
Oct,1154.64,7370.11,0.25,12.16,4,Medium,Standard Class,4.4,poor,online,East
Oct,468.98,3146.67,0.29,27.08,45,High,First Class,4.4,moderate,in_store,West
Oct,1311.37,8255.26,0.15,7.09,13,Low,Standard Class,5,poor,combined,South
Oct,-301.54,592.15,0.1,49.29,12,High,Standard Class,2.3,moderate,online,East
Oct,930.08,9816.7,0.16,32.67,40,Medium,Standard Class,4.9,poor,in_store,South
Oct,826.02,8417.37,0.26,22.59,47,High,Standard Class,3.3,poor,combined,East
Oct,977.73,8040.17,0.15,24.87,18,Medium,First Class,4.1,poor,in_store,North
Oct,-242.04,800.81,0.13,35.74,12,Low,Standard Class,1.5,poor,in_store,South
Oct,1527.58,9014.54,0.17,5.75,36,Low,First Class,3.8,poor,combined,East
Oct,-188.98,1995.54,0.14,46.35,23,Medium,First Class,3.2,aggressive,in_store,South
Oct,818.52,5845.27,0.14,27.38,29,Low,First Class,2.7,poor,in_store,North
Oct,389.94,124.58,0.1,21.17,1,Medium,First Class,4.1,poor,online,West
Oct,-319.13,1204.66,0.07,40.28,16,Low,Standard Class,1.2,poor,online,North
Oct,922.37,5799.6,0.07,22.47,12,Low,Standard Class,4.8,poor,combined,North
Oct,1062.26,6570.43,0.07,14.45,27,High,Standard Class,4.9,aggressive,combined,North
Oct,1366.89,5623.17,0.11,14.92,42,Low,First Class,2,poor,online,West
Oct,288.54,4987.55,0.28,26.74,11,Medium,Standard Class,4.5,aggressive,online,North
Oct,306,3083.38,0.15,26.19,18,High,First Class,2.9,aggressive,online,East
Oct,669.62,5237.55,0.24,31.6,33,High,First Class,4.5,aggressive,combined,East
Oct,927.78,5160.22,0.12,32.3,40,Low,Standard Class,3.8,poor,online,South
Oct,1325.59,5306.38,0.07,6.98,41,Medium,First Class,4.5,aggressive,online,East
Oct,1385.92,6870.97,0.25,22.82,31,High,First Class,2.7,aggressive,online,East
Oct,241.64,2282.62,0.18,34.91,20,High,First Class,4.8,poor,combined,East
Oct,553.29,4261.83,0.01,19.67,9,Low,Standard Class,1.3,aggressive,in_store,South
Oct,1510.64,9246.91,0.29,29.6,14,Low,First Class,2.3,moderate,in_store,South
Oct,807.75,7840.34,0.18,17.62,47,Low,First Class,4.1,aggressive,in_store,North
Oct,1573.25,7009.56,0.05,40.01,14,Low,First Class,1.7,moderate,combined,West
Oct,1152.48,7805.18,0.1,22.19,46,Low,First Class,4.8,moderate,in_store,South
Oct,104.02,1693.34,0.18,33.11,40,Medium,First Class,2.5,aggressive,combined,North
Oct,1332.25,6724.24,0.11,34.21,13,High,First Class,3.4,poor,in_store,East
Oct,1556.07,8034.42,0.02,41.32,47,Medium,First Class,1.8,moderate,online,East
Oct,-5.2,1473.25,0.08,32.95,39,High,First Class,4.1,aggressive,combined,North
Oct,555.72,6502.97,0.19,49.87,25,Medium,Standard Class,4.6,moderate,combined,East
Oct,1630.2,8090.89,0.05,9.73,21,Low,Standard Class,2.8,moderate,in_store,West
Oct,687.75,7623.08,0.21,48.02,10,Low,Standard Class,4.5,aggressive,combined,North
Oct,-185.97,316.54,0.26,20.33,30,Medium,Standard Class,3.6,poor,online,West
Oct,1503.68,9627.36,0.08,21.62,18,High,Standard Class,1.1,aggressive,in_store,East
Oct,1295.12,9667.44,0.28,26.78,16,Low,Standard Class,2,aggressive,in_store,East
Oct,705.11,3658.97,0.3,33.41,40,Medium,First Class,4.2,poor,online,North
Oct,926.4,8986.7,0.17,33.53,21,High,First Class,4.5,moderate,in_store,East
Oct,198.06,3357.55,0.07,40.02,30,Medium,Standard Class,2.2,moderate,combined,North
Oct,66.16,1362.07,0.06,20.53,49,Medium,First Class,4.7,moderate,combined,West
Oct,1208.97,7701.95,0.21,10.69,31,High,Standard Class,1.1,aggressive,online,North
Oct,-23.88,1752.84,0.03,35.3,29,High,First Class,3.2,moderate,in_store,North
Oct,932.91,4796.87,0.24,11.03,35,High,First Class,4.8,poor,combined,South
Oct,745.3,4670.85,0.13,15.86,10,High,Standard Class,2.8,aggressive,online,West
Oct,-444.49,954.56,0.17,46.68,7,Medium,Standard Class,2.2,aggressive,in_store,North
Oct,1064.39,5714.36,0.14,20.33,28,High,Standard Class,1,aggressive,online,South
Oct,-44.59,948.67,0.02,18.39,1,High,Standard Class,3.2,aggressive,online,East
Oct,611.53,7034.53,0.25,17.91,48,Low,Standard Class,2.4,moderate,in_store,North
Oct,885.99,5939.86,0.17,35.09,21,High,First Class,2.1,poor,in_store,South
Oct,13.66,3130.03,0.29,41.94,12,Low,Standard Class,3.7,poor,combined,East
Oct,1572.08,7821.79,0.02,5.64,27,Medium,Standard Class,2.3,poor,combined,West
Oct,1278.97,7579.96,0.23,21.84,47,Low,Standard Class,3.8,aggressive,online,East
Oct,-525.02,330.84,0.1,48.41,22,Low,Standard Class,4.3,poor,in_store,West
Oct,467.64,2147.09,0.18,13.16,42,Medium,First Class,1.6,aggressive,online,West
Oct,252.91,2663.61,0.21,19.98,20,Medium,Standard Class,4.1,poor,in_store,East
Oct,1203.98,7401.18,0.24,43.46,39,Low,First Class,3.1,moderate,combined,North
Oct,474.48,1659.02,0.04,18.79,15,Medium,First Class,2.4,moderate,combined,South
Oct,1240.45,8240.97,0.12,28.67,46,Medium,First Class,1.5,aggressive,online,West
Oct,884.78,7399.49,0.22,49.01,13,Low,Standard Class,3.9,moderate,combined,West
Oct,-228.68,548.05,0.17,13.44,10,Medium,Standard Class,2.8,aggressive,combined,East
Oct,-442.62,1994.79,0.27,34.17,37,Low,Standard Class,2.7,aggressive,online,East
Oct,634.63,4036.64,0.03,28.98,13,Low,Standard Class,3.3,aggressive,in_store,East
Oct,1073.47,7487.6,0.15,17.2,45,High,First Class,2,poor,combined,West
Oct,771.77,5018.92,0.03,31.41,8,Low,Standard Class,2.9,aggressive,in_store,South
Oct,26.49,444.51,0.17,14.88,29,Medium,Standard Class,3.1,moderate,in_store,East
Oct,846.01,5741.49,0.19,18.97,33,Low,First Class,5,aggressive,in_store,South
Oct,870.34,6214.4,0.25,27.66,31,Medium,Standard Class,3.9,poor,online,West
Oct,-27.76,648.91,0.13,35.76,37,High,First Class,2,aggressive,in_store,West
Oct,1272.15,9223.77,0.19,21.24,43,Low,First Class,1.8,moderate,combined,East
Oct,1.09,2614.06,0.26,37.86,11,Medium,Standard Class,4.7,poor,combined,East
Oct,972.93,4845.2,0.21,25.87,26,Low,First Class,3.3,poor,online,South
Oct,-48.89,3013.61,0.21,49.04,5,Medium,First Class,2,poor,in_store,West
Oct,-466.89,367.64,0.27,33.49,16,Medium,Standard Class,1.1,aggressive,combined,South
Oct,1298.36,7302.14,0.05,21.14,13,Medium,Standard Class,4.9,moderate,in_store,East
Oct,419.22,2339.47,0.3,13.4,36,High,First Class,1.6,aggressive,in_store,North
Oct,1012.33,7541.51,0.02,29.49,46,Medium,Standard Class,5,poor,in_store,North
Oct,599.27,5180.82,0.09,19.27,32,High,First Class,4.4,moderate,in_store,East
Oct,329.9,6380.04,0.24,5.83,43,Medium,Standard Class,1.4,poor,in_store,West
Oct,-59.51,1008.97,0.23,25.76,2,Medium,Standard Class,3.9,poor,online,North
Oct,728.91,3985.3,0.21,12.09,6,Low,Standard Class,2.8,poor,in_store,West
Oct,1064.82,7084.45,0.12,30.02,20,High,First Class,1,aggressive,combined,South
Oct,236.47,979.94,0.02,33.24,32,Low,First Class,1.7,moderate,in_store,North
Oct,1431.92,7034.72,0.11,8.81,41,Low,Standard Class,2.3,moderate,combined,North
Oct,1487.11,9393.81,0.14,35.82,35,High,Standard Class,4.6,poor,in_store,West
Oct,598.82,3909.91,0.2,29.93,43,Low,First Class,1.4,moderate,online,South
Nov,-89.96,873.63,0.27,24.85,7,High,First Class,4,poor,in_store,South
Nov,889.92,7716.64,0.09,37.89,38,Medium,Standard Class,3.1,poor,in_store,South
Nov,1677.08,9673.79,0.23,25.87,27,Low,First Class,3,aggressive,in_store,East
Nov,135.78,1330.98,0.16,9.49,34,Medium,Standard Class,1.4,moderate,in_store,West
Nov,1893.07,7167.77,0.21,10.65,28,Medium,First Class,2.8,poor,online,South
Nov,442.01,2020.36,0,5.89,27,Medium,Standard Class,2.5,aggressive,combined,North
Nov,197.06,3130.42,0.12,21.97,33,Medium,Standard Class,1.3,aggressive,online,South
Nov,1300.64,8180.67,0.25,19.7,21,Medium,First Class,2.9,aggressive,in_store,South
Nov,763.5,9269.92,0.22,24.54,7,Low,Standard Class,3.4,aggressive,in_store,East
Nov,-7.46,4189.77,0.19,40.73,3,High,Standard Class,4,aggressive,combined,South
Nov,342.48,1741.55,0.11,5.52,14,Medium,First Class,4.4,poor,in_store,South
Nov,1173.9,8698.02,0.17,25.01,33,High,First Class,1.3,aggressive,in_store,West
Nov,251.66,2557.78,0,46.31,31,Medium,Standard Class,3.4,moderate,online,West
Nov,527.66,3131.68,0.08,28.5,46,Low,First Class,4.1,poor,combined,East
Nov,103.22,1441.9,0.01,12.12,46,High,Standard Class,2.2,aggressive,in_store,South
Nov,1562.51,7717.65,0.16,23.78,30,High,First Class,2.9,moderate,online,West
Nov,880.85,6586.4,0.09,24.55,41,High,Standard Class,1.5,poor,online,West
Nov,1219.41,7971.26,0.2,19.01,10,Medium,First Class,2.7,poor,combined,East
Nov,557.46,4291.21,0.3,10.28,9,High,First Class,3.7,moderate,combined,North
Nov,1169.34,8712.6,0.22,17.66,39,Low,First Class,2.9,aggressive,combined,North
Nov,23.55,2579.93,0.28,15.83,26,Medium,Standard Class,1.5,aggressive,online,West
Nov,416.99,2380.95,0.23,9.38,20,High,First Class,4.8,aggressive,online,West
Nov,726.53,6559.3,0.29,19.58,6,Low,Standard Class,4.2,poor,combined,South
Nov,397.34,182.89,0.19,20.22,39,Medium,First Class,3.4,moderate,combined,West
Nov,8.26,434.32,0.08,6.83,15,High,First Class,2.8,aggressive,online,South
Nov,-51.04,3812.75,0.1,44.08,28,High,Standard Class,1.6,moderate,in_store,North
Nov,946.07,7500.92,0,47.32,39,Medium,First Class,4.4,aggressive,online,East
Nov,1604.93,9584.62,0.21,19.18,34,High,First Class,1.2,aggressive,combined,South
Nov,520.96,2652.27,0.15,15.9,17,High,First Class,2.3,aggressive,online,South
Nov,-82.95,1372.46,0.09,49.23,50,Medium,First Class,4.3,poor,in_store,East
Nov,666.87,4370.5,0.2,37.35,50,Medium,First Class,2,aggressive,online,North
Nov,504.53,4867.59,0.13,13.9,29,Low,First Class,1.5,poor,combined,East
Nov,819.3,9008.57,0.27,32.71,12,High,Standard Class,1.3,aggressive,in_store,North
Nov,1119.07,8578.08,0.11,11.12,20,Medium,Standard Class,2.5,aggressive,in_store,East
Nov,414.5,3990.45,0.01,32.19,27,High,First Class,1.5,aggressive,in_store,North
Nov,1862.23,9350.19,0.07,36.75,33,Medium,Standard Class,4.2,aggressive,online,West
Nov,442.51,633.87,0.13,13.44,44,Medium,First Class,2.5,poor,online,North
Nov,1094.19,5882.06,0.06,36.23,32,High,First Class,1.4,moderate,online,East
Nov,477.18,3474.48,0.16,14.51,46,Low,Standard Class,3.2,poor,in_store,South
Nov,-93.33,5471.69,0.21,46.1,30,Medium,Standard Class,4.1,poor,combined,South
Nov,1343.89,9707.58,0.21,49.48,32,Low,First Class,1.3,moderate,combined,North
Nov,-613.68,246.46,0.02,22.42,9,Medium,Standard Class,4.9,moderate,in_store,West
Nov,390.96,5544.51,0.26,40.5,26,Medium,First Class,3.4,aggressive,in_store,East
Nov,344.88,4937.26,0.25,27.4,27,Low,Standard Class,4,poor,online,North
Nov,226.08,1722.04,0.28,34.16,4,Low,Standard Class,1.6,poor,online,East
Nov,814.14,7952.92,0.11,36.15,16,High,Standard Class,1.8,moderate,combined,East
Nov,4.63,3168.54,0.13,48.65,6,High,Standard Class,4.7,aggressive,online,North
Nov,1735.98,8509.4,0.03,19.42,17,Medium,First Class,2.1,aggressive,in_store,North
Nov,-104.01,3215.88,0.09,42.23,25,Medium,Standard Class,1.2,moderate,in_store,West
Nov,6.33,2821.92,0.16,42.8,36,Medium,Standard Class,3.6,moderate,combined,South
Nov,33.32,2847.76,0.09,24.32,33,Medium,Standard Class,2.8,aggressive,combined,West
Nov,827.63,4039.53,0.23,19.04,15,Medium,First Class,4.7,poor,online,North
Nov,122.37,2914.64,0.06,29.79,6,Medium,Standard Class,4.2,moderate,in_store,South
Nov,861.44,4114.88,0.18,34.55,29,High,First Class,2,aggressive,online,South
Nov,-193.28,482.73,0.04,28.36,25,High,First Class,4.4,poor,in_store,South
Nov,1243.59,6617.77,0.13,33.11,42,High,First Class,1.2,poor,online,West
Nov,362.62,3002.62,0.28,22.69,25,High,First Class,1.6,moderate,in_store,East
Nov,1509.26,8860.77,0.07,11.25,11,Low,Standard Class,3.6,aggressive,combined,East
Nov,-297.48,1038.59,0.3,36.12,17,High,Standard Class,4.8,moderate,online,East
Nov,593.43,4378.13,0.01,40.54,7,Medium,First Class,2.6,moderate,in_store,North
Nov,195.65,2867.97,0.11,31.98,32,Medium,Standard Class,2,aggressive,online,West
Nov,495.23,3833.09,0.19,34.56,18,High,Standard Class,4.3,poor,in_store,South
Nov,1778.97,9911.11,0,28.45,43,Medium,First Class,5,poor,in_store,East
Nov,453.76,6042.09,0.21,22.66,41,High,Standard Class,1.4,aggressive,in_store,North
Nov,1130.01,9814.58,0.13,29.48,43,Low,Standard Class,3.4,poor,in_store,North
Nov,622.72,5687.22,0.19,33.19,32,Medium,First Class,1.9,moderate,in_store,East
Nov,449.56,3336.11,0.27,34.28,7,High,First Class,3.4,aggressive,combined,South
Nov,1000.66,5280.75,0.13,15.74,48,Low,First Class,1.4,moderate,in_store,East
Nov,1412.77,7058.33,0.2,7.22,4,Medium,First Class,1.3,moderate,combined,South
Nov,-167.33,1961.28,0.24,36.35,2,Medium,First Class,2.9,aggressive,in_store,North
Nov,1765.68,9547.91,0.02,24.88,21,High,First Class,2.5,aggressive,in_store,East
Nov,468.5,5401.28,0.01,45.52,13,High,Standard Class,1.8,moderate,combined,South
Nov,483.86,532.27,0.06,17.66,27,Medium,First Class,3.4,moderate,online,East
Nov,1030.95,2951.58,0.03,11.87,36,Low,First Class,2.1,aggressive,online,South
Nov,392.32,3008.8,0.17,31.68,44,High,Standard Class,2,poor,combined,East
Nov,947.21,7739.44,0.16,20.12,5,High,Standard Class,3.2,aggressive,online,West
Nov,448.83,6475.78,0.29,16.72,14,High,First Class,3.2,aggressive,in_store,West
Nov,1956.36,7425.42,0.03,23.22,11,Medium,First Class,1.6,poor,online,North
Nov,207.1,1414.19,0.01,18,36,High,Standard Class,3.8,poor,combined,West
Nov,2192.98,9173.59,0.03,13.55,42,Medium,First Class,2.1,moderate,combined,North
Nov,900.19,4154.15,0.02,22.16,2,Medium,First Class,4.1,poor,in_store,West
Nov,290.79,3318.27,0.19,31.78,45,Low,First Class,3.9,poor,in_store,North
Nov,850.4,4268.66,0,22.95,20,High,Standard Class,2,aggressive,online,North
Nov,1482.01,8330.44,0.05,42.3,17,Low,First Class,4.6,aggressive,in_store,West
Nov,744.06,5284.79,0.14,31.01,6,Low,Standard Class,1.7,poor,in_store,South
Nov,1089.05,4029.66,0.08,7.12,13,Low,First Class,2.7,moderate,combined,South
Nov,145.54,3333.74,0.06,49.86,26,Medium,Standard Class,3.2,aggressive,online,East
Nov,1309.15,9095.84,0.15,24.72,32,Low,First Class,4.3,aggressive,online,North
Nov,168.3,2904.81,0.11,48.18,47,Medium,Standard Class,3.6,moderate,combined,North
Nov,1294.14,9580.4,0.25,38.81,18,High,Standard Class,2.9,moderate,online,South
Nov,441.89,4803.99,0.03,44.24,45,Medium,First Class,3.6,poor,in_store,West
Nov,684.71,5116.86,0.01,31.03,30,High,First Class,2.7,moderate,in_store,West
Nov,-225.61,1112.78,0.29,39.48,49,High,Standard Class,4,moderate,online,North
Nov,812.42,3276.38,0.02,13.43,42,Low,Standard Class,4.7,moderate,online,North
Nov,287.55,2933.49,0.14,20.48,26,Medium,Standard Class,3.7,aggressive,combined,East
Nov,589.28,5902.37,0.22,36.97,27,Low,First Class,1.1,aggressive,online,East
Nov,566.26,4014.15,0.16,28.25,34,High,First Class,3.4,poor,in_store,East
Nov,-6.19,223.05,0.01,21.16,21,High,First Class,1.7,aggressive,in_store,West
Nov,12.67,998.51,0.28,21.71,19,Medium,Standard Class,3.6,aggressive,online,South
Nov,-113.81,2563.49,0.17,36.61,34,Medium,Standard Class,1.3,moderate,in_store,West
Nov,947.39,7551.26,0.03,12.79,14,Medium,First Class,1.9,poor,in_store,East
Nov,1483.71,9740.12,0.1,32.01,39,Medium,First Class,3.8,poor,in_store,South
Nov,356.39,2093.76,0.12,47.06,41,Medium,First Class,2.7,poor,combined,North
Nov,1397.25,9864.36,0.08,39.41,4,Medium,Standard Class,4.3,aggressive,online,East
Nov,520.92,2279.69,0.01,38.99,5,Medium,First Class,5,poor,online,West
Nov,563.07,6654.57,0.23,25.01,41,Medium,Standard Class,3.9,aggressive,in_store,East
Nov,7.51,3639.26,0.04,46.49,5,High,Standard Class,1.5,moderate,in_store,East
Nov,1150,4303.83,0.14,49.48,33,Low,First Class,1.1,poor,online,West
Nov,-6.19,705.36,0.18,43.03,49,High,Standard Class,3.8,moderate,in_store,East
Nov,-402.09,143.07,0.03,34.99,8,Medium,Standard Class,4.6,poor,combined,South
Nov,526.27,4200.95,0.11,39.66,50,High,Standard Class,1.5,poor,online,South
Nov,-63.84,672.39,0.17,26.48,36,High,First Class,2.3,aggressive,combined,East
Nov,68.52,2233.99,0.19,28.05,4,Medium,First Class,3.9,aggressive,combined,West
Nov,1340.41,5318.66,0.02,7.58,30,High,First Class,4.8,moderate,online,West
Nov,1288.76,5284.39,0.01,30.44,42,Low,First Class,3.5,moderate,online,North
Nov,400.28,2661.65,0.01,44.88,41,High,First Class,4.6,aggressive,in_store,East
Nov,792.61,6639.73,0.17,48.48,14,Low,First Class,3.3,aggressive,combined,West
Nov,436.4,3876.68,0.13,20.4,27,Low,Standard Class,4.2,aggressive,online,East
Nov,467.43,3398.41,0.19,15.4,45,High,First Class,4.9,moderate,combined,East
Nov,1377.23,5792.78,0.09,15.87,18,Low,First Class,2.6,poor,in_store,West
Nov,-699.89,526.92,0.09,46.57,41,Medium,Standard Class,2.7,aggressive,in_store,North
Nov,381.14,3608.42,0.22,25.06,7,High,First Class,4.2,poor,combined,East
